,Tweets
1421,<|paddingtonbear|><|polite|><|landeeno|><|undefined|>@landeeno0816 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1422,<|paddingtonbear|><|polite|><|groundhogphil_|><|borrow|>@GroundhogPhil_ I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1423,<|paddingtonbear|><|polite|><|sarah_sentiment|><|undefined|>@sarah_sentiment I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1424,<|paddingtonbear|><|polite|><|rubypytlasinski|><|undefined|>@RubyPytlasinski I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1425,<|paddingtonbear|><|polite|><|hyphyhuntley|><|undefined|>@HYPHYHUNTLEY I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1426,<|paddingtonbear|><|polite|><|deiinhastings|><|undefined|>@deiinhastings I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1427,<|paddingtonbear|><|polite|><|ellieart|><|borrow|>@ellieart I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1428,<|paddingtonbear|><|polite|><|ellekl|><|undefined|>@Ellekl I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1429,<|paddingtonbear|><|polite|><|arihat_|><|borrow|>@arihat_ I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1430,<|paddingtonbear|><|polite|><|charlott__brown|><|undefined|>@charlott__brown I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1431,<|paddingtonbear|><|polite|><|flothilde|><|undefined|>@flothilde I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1432,<|paddingtonbear|><|polite|><|burmanski|><|undefined|>@Burmanski I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1433,<|paddingtonbear|><|polite|><|_sharpeyes|><|undefined|>@_SharpEyes I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1434,<|paddingtonbear|><|polite|><|aquacat|><|undefined|>@aquacat2 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1435,<|paddingtonbear|><|polite|><|aldersgrove|><|undefined|>@Aldersgrove04 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1436,<|paddingtonbear|><|polite|><|leictigress|><|undefined|>@leictigress I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1437,<|paddingtonbear|><|polite|><|ipaulmadden|><|borrow|>@ipaulmadden I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1438,<|paddingtonbear|><|polite|><|lslrrn|><|undefined|>@lslrrn I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1439,<|paddingtonbear|><|polite|><|melaniehewitt|><|undefined|>@MelanieHewitt61 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1440,<|paddingtonbear|><|polite|><|shrewsrachael|><|undefined|>@shrewsrachael I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1441,<|paddingtonbear|><|polite|><|simonb|><|undefined|>@SimonB2371 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1442,<|paddingtonbear|><|polite|><|suewattuk|><|undefined|>@suewattuk I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1443,<|paddingtonbear|><|polite|><|katiewoodphotos|><|undefined|>@Katiewoodphotos I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1444,<|paddingtonbear|><|polite|><|donnahaslam|><|borrow|>@DonnaHaslam1 I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1445,<|paddingtonbear|><|polite|><|oreo|><|undefined|>@oreo20028 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1446,<|paddingtonbear|><|polite|><|becca__downs|><|undefined|>@becca__downs I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1447,<|paddingtonbear|><|polite|><|onlyariluv|><|undefined|>@onlyariluv I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1448,<|paddingtonbear|><|polite|><|kiddej|><|undefined|>@Kiddej1 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1449,<|paddingtonbear|><|polite|><|musiccat|><|undefined|>@musiccat2212 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1450,<|paddingtonbear|><|polite|><|laurakerby|><|undefined|>@LauraKerby1978 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1451,<|paddingtonbear|><|polite|><|mikeshutt|><|undefined|>@mikeshutt15 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1452,<|paddingtonbear|><|polite|><|secondstar|><|undefined|>@SecondStar75 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1453,<|paddingtonbear|><|polite|><|gjl|><|undefined|>@gjl0403 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1454,<|paddingtonbear|><|polite|><|francesca_don|><|undefined|>@Francesca_Don I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1455,<|paddingtonbear|><|polite|><|deborahcastle|><|borrow|>@DeborahCastle3 I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1456,<|paddingtonbear|><|polite|><|annelantis|><|undefined|>@Annelantis I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1457,<|paddingtonbear|><|polite|><|ls|><|developm|>@developM2Ls I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1458,"<|paddingtonbear|><|polite|><|fly|><|buildings|>@CorkyDonahue I think you will. I hope it doesn't fly away, although I know what it's like to fly above buildings and it can be quite fun."
1459,<|paddingtonbear|><|polite|><|dawnsls|><|undefined|>@Dawnsls I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1460,<|paddingtonbear|><|polite|><|kingswoodranger|><|undefined|>@kingswoodranger I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1461,<|paddingtonbear|><|polite|><|clareoj|><|undefined|>@clareoj I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1462,<|paddingtonbear|><|polite|><|maki_|><|undefined|>@maki_0120 I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1463,<|paddingtonbear|><|polite|><|kikovegar|><|undefined|>@kikovegar I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1464,<|paddingtonbear|><|polite|><|frosteeeh|><|borrow|>@frosteeeh I'm pleased that you're as excited as I am for the release of my new film #Paddington2. I think I'll ask Mr Curry if I can borrow his megaphone to remind everyone next week.
1465,<|paddingtonbear|><|polite|><|knockedoffperch|><|undefined|>@knockedoffperch I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1466,<|paddingtonbear|><|polite|><|gembreaker|><|undefined|>@gembreaker I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
1467,<|paddingtonbear|><|polite|><|foxymulderx|><|undefined|>@foxymulderx I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I think I'll get a megaphone like Mr Curry's to remind everyone.
1468,<|paddingtonbear|><|polite|><|clairelisabee|><|undefined|>@clairelisabee I'm very pleased that you would like me to send you a reminder about my new film #Paddington2. I suggest preparing some marmalade sandwiches for an extra special elevenses!
